시군구,연도,분기,기간,전문과목,전문의수,고령인구비율,세이상인구_평균,전체인구_평균
양구군,2016,04-04,2016.4/4,내과,3,17.17,4116,23986
양구군,2017,01-04,2017.1/4,내과,3,17.33,4136.33,23845
양구군,2017,02-04,2017.2/4,내과,3,17.57,4202.33,23926.67
양구군,2017,03-04,2017.3/4,내과,3,17.77,4237.67,23878.33
양구군,2017,04-04,2017.4/4,내과,3,17.83,4255.33,23839
양구군,2018,01-04,2018.1/4,내과,3,18.07,4272.67,23674
양구군,2018,02-04,2018.2/4,내과,2,18.17,4295.67,23658.33
양구군,2018,03-04,2018.3/4,내과,2,18.33,4300,23455
양구군,2018,04-04,2018.4/4,내과,2,18.47,4316,23392
양구군,2019,01-04,2019.1/4,내과,3,18.73,4360.33,23286.33
양구군,2019,02-04,2019.2/4,내과,3,18.9,4402.67,23287
양구군,2019,03-04,2019.3/4,내과,2,19.23,4460,23184
양구군,2019,04-04,2019.4/4,내과,2,19.6,4490.33,22911.33
양구군,2020,01-04,2020.1/4,내과,2,20.37,4557.67,22397.67
양구군,2020,02-04,2020.2/4,내과,2,20.63,4610.67,22361.67
양구군,2020,03-04,2020.3/4,내과,2,20.8,4645,22313
양구군,2020,04-04,2020.4/4,내과,2,21,4684.33,22301.33
양구군,2021,01-04,2021.1/4,내과,2,21.4,4742.67,22152
양구군,2021,02-04,2021.2/4,내과,2,21.77,4801.67,22078.33
양구군,2021,03-04,2021.3/4,내과,2,22.07,4841,21959
양구군,2021,04-04,2021.4/4,내과,2,22.37,4886.33,21849.33
양구군,2022,01-04,2022.1/4,내과,2,22.83,4954,21685.67
양구군,2022,02-04,2022.2/4,내과,2,23.07,4991.33,21647.33
양구군,2022,03-04,2022.3/4,내과,2,23.33,5020,21505
양구군,2022,04-04,2022.4/4,내과,2,23.57,5050.67,21409
양구군,2023,01-04,2023.1/4,내과,1,24.03,5126.67,21326.33
양구군,2023,02-04,2023.2/4,내과,2,24.4,5203,21335
양구군,2023,03-04,2023.3/4,내과,2,24.63,5231,21244.67
양구군,2023,04-04,2023.4/4,내과,2,24.93,5266.67,21124.67
양구군,2024,01-04,2024.1/4,내과,2,25.37,5331.33,21016
양구군,2024,02-04,2024.2/4,내과,2,25.8,5393.33,20908.67
양구군,2024,03-04,2024.3/4,내과,2,26.1,5426,20788.67
양구군,2024,04-04,2024.4/4,내과,2,26.43,5463.67,20649
양구군,2025,01-04,2025.1/4,내과,3,27,5531,20495.67
양구군,2025,02-04,2025.2/4,내과,3,27.27,5588.33,20490
양구군,2025,03-04,2025.3/4,내과,3,27.57,5649,20482.33
양구군,2025,04-04,2025.4/4,내과,4,27.93,5707.67,20434.33
양구군,2009,01-04,2009.1/4,마취통증의학과,2,16.6,3532.33,21289.33
양구군,2009,02-04,2009.2/4,마취통증의학과,0,16.7,3567.67,21323.33
양구군,2009,03-04,2009.3/4,마취통증의학과,0,16.9,3592,21301.33
양구군,2009,04-04,2009.4/4,마취통증의학과,0,17.13,3650,21308.33
양구군,2010,01-04,2010.1/4,마취통증의학과,0,17.17,3674,21406.67
양구군,2010,02-04,2010.2/4,마취통증의학과,0,17.33,3706,21402.67
양구군,2010,03-04,2010.3/4,마취통증의학과,1,17.33,3719,21429.33
양구군,2010,04-04,2010.4/4,마취통증의학과,1,17.23,3756.33,21810.67
양구군,2011,01-04,2011.1/4,마취통증의학과,1,17.23,3747,21737
양구군,2011,02-04,2011.2/4,마취통증의학과,0,17.23,3767.67,21860.67
양구군,2011,03-04,2011.3/4,마취통증의학과,0,17.1,3775.67,22090.67
양구군,2011,04-04,2011.4/4,마취통증의학과,0,17.03,3792.33,22254.33
양구군,2012,01-04,2012.1/4,마취통증의학과,0,17,3818.33,22443
양구군,2012,02-04,2012.2/4,마취통증의학과,0,16.9,3841.33,22721
양구군,2012,03-04,2012.3/4,마취통증의학과,0,16.97,3865.67,22753.67
양구군,2012,04-04,2012.4/4,마취통증의학과,0,17.03,3877.33,22749.33
양구군,2013,01-04,2013.1/4,마취통증의학과,0,17.1,3906.67,22869.33
양구군,2013,02-04,2013.2/4,마취통증의학과,0,17.03,3944,23161.67
양구군,2013,03-04,2013.3/4,마취통증의학과,0,17.03,3962.67,23250.67
양구군,2013,04-04,2013.4/4,마취통증의학과,0,17,3998.67,23519.33
양구군,2014,01-04,2014.1/4,마취통증의학과,0,17.03,4012.33,23569.67
양구군,2014,02-04,2014.2/4,마취통증의학과,1,17,4027,23728.67
양구군,2014,03-04,2014.3/4,마취통증의학과,2,17.07,4038,23634.67
양구군,2014,04-04,2014.4/4,마취통증의학과,2,17.07,4041.67,23670.67
양구군,2015,01-04,2015.1/4,마취통증의학과,1,17.03,4058.67,23808
양구군,2015,02-04,2015.2/4,마취통증의학과,0,16.9,4056.67,24000.33
양구군,2015,03-04,2015.3/4,마취통증의학과,0,16.73,4047.33,24167.67
양구군,2015,04-04,2015.4/4,마취통증의학과,0,16.9,4076.33,24105.33
양구군,2016,01-04,2016.1/4,마취통증의학과,0,17.07,4105.67,24015
양구군,2016,02-04,2016.2/4,마취통증의학과,0,17.17,4120,24011.67
양구군,2016,03-04,2016.3/4,마취통증의학과,0,17.17,4122.33,24022
양구군,2016,04-04,2016.4/4,마취통증의학과,0,17.17,4116,23986
양구군,2017,01-04,2017.1/4,마취통증의학과,0,17.33,4136.33,23845
양구군,2017,02-04,2017.2/4,마취통증의학과,0,17.57,4202.33,23926.67
양구군,2017,03-04,2017.3/4,마취통증의학과,0,17.77,4237.67,23878.33
양구군,2017,04-04,2017.4/4,마취통증의학과,0,17.83,4255.33,23839
양구군,2018,01-04,2018.1/4,마취통증의학과,0,18.07,4272.67,23674
양구군,2018,02-04,2018.2/4,마취통증의학과,1,18.17,4295.67,23658.33
양구군,2018,03-04,2018.3/4,마취통증의학과,1,18.33,4300,23455
양구군,2018,04-04,2018.4/4,마취통증의학과,1,18.47,4316,23392
양구군,2019,01-04,2019.1/4,마취통증의학과,1,18.73,4360.33,23286.33
양구군,2019,02-04,2019.2/4,마취통증의학과,1,18.9,4402.67,23287
양구군,2019,03-04,2019.3/4,마취통증의학과,1,19.23,4460,23184
양구군,2019,04-04,2019.4/4,마취통증의학과,1,19.6,4490.33,22911.33
양구군,2020,01-04,2020.1/4,마취통증의학과,1,20.37,4557.67,22397.67
양구군,2020,02-04,2020.2/4,마취통증의학과,1,20.63,4610.67,22361.67
양구군,2020,03-04,2020.3/4,마취통증의학과,1,20.8,4645,22313
양구군,2020,04-04,2020.4/4,마취통증의학과,1,21,4684.33,22301.33
양구군,2021,01-04,2021.1/4,마취통증의학과,1,21.4,4742.67,22152
양구군,2021,02-04,2021.2/4,마취통증의학과,0,21.77,4801.67,22078.33
양구군,2021,03-04,2021.3/4,마취통증의학과,0,22.07,4841,21959
양구군,2021,04-04,2021.4/4,마취통증의학과,0,22.37,4886.33,21849.33
양구군,2022,01-04,2022.1/4,마취통증의학과,0,22.83,4954,21685.67
양구군,2022,02-04,2022.2/4,마취통증의학과,0,23.07,4991.33,21647.33
양구군,2022,03-04,2022.3/4,마취통증의학과,0,23.33,5020,21505
양구군,2022,04-04,2022.4/4,마취통증의학과,0,23.57,5050.67,21409
양구군,2023,01-04,2023.1/4,마취통증의학과,0,24.03,5126.67,21326.33
양구군,2023,02-04,2023.2/4,마취통증의학과,0,24.4,5203,21335
양구군,2023,03-04,2023.3/4,마취통증의학과,0,24.63,5231,21244.67
양구군,2023,04-04,2023.4/4,마취통증의학과,0,24.93,5266.67,21124.67
양구군,2024,01-04,2024.1/4,마취통증의학과,0,25.37,5331.33,21016
양구군,2024,02-04,2024.2/4,마취통증의학과,0,25.8,5393.33,20908.67
양구군,2024,03-04,2024.3/4,마취통증의학과,0,26.1,5426,20788.67
양구군,2024,04-04,2024.4/4,마취통증의학과,0,26.43,5463.67,20649
양구군,2025,01-04,2025.1/4,마취통증의학과,2,27,5531,20495.67
양구군,2025,02-04,2025.2/4,마취통증의학과,3,27.27,5588.33,20490
양구군,2025,03-04,2025.3/4,마취통증의학과,3,27.57,5649,20482.33
양구군,2025,04-04,2025.4/4,마취통증의학과,3,27.93,5707.67,20434.33
양구군,2009,01-04,2009.1/4,방사선종양학과,0,16.6,3532.33,21289.33
양구군,2009,02-04,2009.2/4,방사선종양학과,0,16.7,3567.67,21323.33
양구군,2009,03-04,2009.3/4,방사선종양학과,0,16.9,3592,21301.33
양구군,2009,04-04,2009.4/4,방사선종양학과,0,17.13,3650,21308.33
양구군,2010,01-04,2010.1/4,방사선종양학과,0,17.17,3674,21406.67
양구군,2010,02-04,2010.2/4,방사선종양학과,0,17.33,3706,21402.67
양구군,2010,03-04,2010.3/4,방사선종양학과,0,17.33,3719,21429.33
양구군,2010,04-04,2010.4/4,방사선종양학과,0,17.23,3756.33,21810.67
양구군,2011,01-04,2011.1/4,방사선종양학과,0,17.23,3747,21737
양구군,2011,02-04,2011.2/4,방사선종양학과,0,17.23,3767.67,21860.67
양구군,2011,03-04,2011.3/4,방사선종양학과,0,17.1,3775.67,22090.67
양구군,2011,04-04,2011.4/4,방사선종양학과,0,17.03,3792.33,22254.33
양구군,2012,01-04,2012.1/4,방사선종양학과,0,17,3818.33,22443
양구군,2012,02-04,2012.2/4,방사선종양학과,0,16.9,3841.33,22721
양구군,2012,03-04,2012.3/4,방사선종양학과,0,16.97,3865.67,22753.67
양구군,2012,04-04,2012.4/4,방사선종양학과,0,17.03,3877.33,22749.33
양구군,2013,01-04,2013.1/4,방사선종양학과,0,17.1,3906.67,22869.33
양구군,2013,02-04,2013.2/4,방사선종양학과,0,17.03,3944,23161.67
양구군,2013,03-04,2013.3/4,방사선종양학과,0,17.03,3962.67,23250.67
양구군,2013,04-04,2013.4/4,방사선종양학과,0,17,3998.67,23519.33
양구군,2014,01-04,2014.1/4,방사선종양학과,0,17.03,4012.33,23569.67
양구군,2014,02-04,2014.2/4,방사선종양학과,0,17,4027,23728.67
양구군,2014,03-04,2014.3/4,방사선종양학과,0,17.07,4038,23634.67
양구군,2014,04-04,2014.4/4,방사선종양학과,0,17.07,4041.67,23670.67
양구군,2015,01-04,2015.1/4,방사선종양학과,0,17.03,4058.67,23808
양구군,2015,02-04,2015.2/4,방사선종양학과,0,16.9,4056.67,24000.33
양구군,2015,03-04,2015.3/4,방사선종양학과,0,16.73,4047.33,24167.67
양구군,2015,04-04,2015.4/4,방사선종양학과,0,16.9,4076.33,24105.33
양구군,2016,01-04,2016.1/4,방사선종양학과,0,17.07,4105.67,24015
양구군,2016,02-04,2016.2/4,방사선종양학과,0,17.17,4120,24011.67
양구군,2016,03-04,2016.3/4,방사선종양학과,0,17.17,4122.33,24022
양구군,2016,04-04,2016.4/4,방사선종양학과,0,17.17,4116,23986
양구군,2017,01-04,2017.1/4,방사선종양학과,0,17.33,4136.33,23845
